Title,URL,Document ID,Authors,Conference/Journal,Year,Code Link,Code Context
Trajectory Forecasting Based on Prior-Aware Directed Graph Convolutional Neural Network,https://ieeexplore.ieee.org/document/9686621/,9686621,Yuchao Su; Jie Du; Yuanman Li; Xia Li; Rongqin Liang; Zhongyun Hua; Jiantao Zhou; ; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Joint Data-Driven Estimation of Origin–Destination Demand and Travel Latency Functions in Multiclass Transportation Networks,https://ieeexplore.ieee.org/document/9739921/,9739921,Salomón Wollenstein-Betech; Chuangchuang Sun; Jing Zhang; Christos G. Cassandras; Ioannis Ch. Paschalidis; ; ; ; ; ,IEEE Transactions on Control of Network Systems,2022,,
From Generalisation Error to Transportation-cost Inequalities and Back,https://ieeexplore.ieee.org/document/9834354/,9834354,Amedeo Roberto Esposito; Michael Gastpar; ; ,2022 IEEE International Symposium on Information Theory (ISIT),2022,,
A Deep Reinforcement Learning Approach for Automated On-Ramp Merging,https://ieeexplore.ieee.org/document/9922428/,9922428,Ruibin Zhao; Zhanbo Sun; Ang Ji; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
The impact of Intelligent Induction Lights in tunnels,https://ieeexplore.ieee.org/document/9921992/,9921992,A. Zhu Tianheng; B. Rong Lingfei; C. Dai Shaogang; D. Wu Zhizhou; E. Zhang Chi; F. Chen Zijing; ; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
A Three-Stage Framework for Optimizing Customized Bus Operations Considering COVID-19 Social Distancing Measures,https://ieeexplore.ieee.org/document/9922393/,9922393,Yiyang Peng; Tao Liu; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Human-Machine Co-Driving Mode Switching Method of Autonomous Vehicles based on Traffic Scenarios,https://ieeexplore.ieee.org/document/10210795/,10210795,Rui Zhang; Zichao Huang; Qinglan Fan; Xu Wang; ; ; ; ,"2022 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)",2022,,
A Nonlinear Safety Equilibrium Spacing-Based Model Predictive Control for Virtually Coupled Train Set Over Gradient Terrains,https://ieeexplore.ieee.org/document/9646956/,9646956,Shuai Su; Jiangfeng She; Kaicheng Li; Xin Wang; Yang Zhou; ; ; ; ; ,IEEE Transactions on Transportation Electrification,2022,,
"Media Influence, Trust, and the Public Adoption of Automated Vehicles",https://ieeexplore.ieee.org/document/9455837/,9455837,Jaeyoung Lee; Farrukh Baig; Xing Li; ; ; ,IEEE Intelligent Transportation Systems Magazine,2022,,
GNSS Jamming Detection and Exclusion for Trustworthy Virtual Balise Capture in Satellite-Based Train Control,https://ieeexplore.ieee.org/document/9904773/,9904773,Jiang Liu; Bai-Gen Cai; Jian Wang; De-Biao Lu; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A Comprehensive Resilient Control Strategy for CBTC Systems Through Train-to-Train Communications Under Malicious Attacks,https://ieeexplore.ieee.org/document/9847010/,9847010,Bing Gao; Bing Bu; Xiaoxuan Wang; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Modeling Autonomous Vehicles Deployment in a Multilane AV Zone With Mixed Traffic,https://ieeexplore.ieee.org/document/9847013/,9847013,Keya Roy; Nam Hong Hoang; Hai L. Vu; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Construction of Smart City Application Areas Research System under Big Data Network Technology,https://ieeexplore.ieee.org/document/10031927/,10031927,Jinfeng Wu; ,2022 IEEE 2nd International Conference on Mobile Networks and Wireless Communications (ICMNWC),2022,,
Research on the Evaluation of the Integration Level of Emergency Logistics in the Yangtze River Delta Region,https://ieeexplore.ieee.org/document/9902102/,9902102,Luan Su; Rui Huang; Yunjian Jiang; ; ; ,2022 10th International Conference on Traffic and Logistic Engineering (ICTLE),2022,,
Two-Stage Multiclass Modeling Approach for Intermodal Rail-Road Transport Networks,https://ieeexplore.ieee.org/document/9825679/,9825679,Cecilia Pasquale; Enrico Siri; Silvia Siri; Simona Sacone; ; ; ; ,IEEE Access,2022,,
Detection of Collision-Prone Vehicle Behavior at Intersections Using Siamese Interaction LSTM,https://ieeexplore.ieee.org/document/9244128/,9244128,Debaditya Roy; Tetsuhiro Ishizaka; C. Krishna Mohan; Atsushi Fukuda; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Robust Min-Max Model Predictive Vehicle Platooning With Causal Disturbance Feedback,https://ieeexplore.ieee.org/document/9703252/,9703252,Jianshan Zhou; Daxin Tian; Zhengguo Sheng; Xuting Duan; Guixian Qu; Dezong Zhao; Dongpu Cao; Xuemin Shen; ; ; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Platoon Trajectories Generation: A Unidirectional Interconnected LSTM-Based Car-Following Model,https://ieeexplore.ieee.org/document/9275361/,9275361,Yangxin Lin; Ping Wang; Yang Zhou; Fan Ding; Chen Wang; Huachun Tan; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Multiagent Collaboration for Emergency Evacuation Using Reinforcement Learning for Transportation Systems,https://ieeexplore.ieee.org/document/9905725/,9905725,Yupeng Yang; Jiahao Yu; Dahai Liu; Sang-A Lee; Sirish Namilae; Sabique Islam; Huaxing Gou; Hyoshin Park; Houbing Song; ; ; ; ; ; ; ; ; ,IEEE Journal on Miniaturization for Air and Space Systems,2022,,
Blockchain-Enabled Conditional Decentralized Vehicular Crowdsensing System,https://ieeexplore.ieee.org/document/9759228/,9759228,Pincan Zhao; Changle Li; Yuchuan Fu; Yilong Hui; Yao Zhang; Nan Cheng; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Tools for Mobility Analysis: What are the challenges and solutions for planning and operations of mobility services?,https://ieeexplore.ieee.org/document/9792558/,9792558,André Maia Pereira; Magdalena Hykšová; Ondřej Přibyl; Sven Maerivoet; Rick Overvoorde; Valerio Paruscio; Chrysostomos Mylonas; Carola Vega; Pablo Recolons; Christina Covelli; Eli Nomes; ; ; ; ; ; ; ; ; ; ; ,2022 Smart City Symposium Prague (SCSP),2022,,
A Survey on Control Methods for Virtual Coupling in Railway Operation,https://ieeexplore.ieee.org/document/9978693/,9978693,Jing Xun; Yanyan Li; Ronghui Liu; Yidong Li; Yafei Liu; ; ; ; ; ,IEEE Open Journal of Intelligent Transportation Systems,2022,,
Mask R-CNN Architecture Based Railway Fastener Fault Detection Approach,https://ieeexplore.ieee.org/document/9765024/,9765024,Merve Yilmazer; Mehmet Karakose; ; ,2022 International Conference on Decision Aid Sciences and Applications (DASA),2022,,
Helmet Detection using Machine Learning Approach,https://ieeexplore.ieee.org/document/9952083/,9952083,Vaishali; M. Ashwin Shenoy; Pranam R. Betrabet; N. S. Krishnaraj Rao; ; ; ; ,2022 3rd International Conference on Smart Electronics and Communication (ICOSEC),2022,,
An Automated Technology for IoT based Rail-Track Inspection to Locate Surface Flaws by Robotics and Neural Networks,https://ieeexplore.ieee.org/document/9850453/,9850453,B Uma Maheswari; P Nithya; Sreeja Vijay; K. Tamilarasi; Anitha G; N. Muthukumaran; ; ; ; ; ; ,2022 International Conference on Inventive Computation Technologies (ICICT),2022,,
Performance Analysis of IPv4 and IPv6 in VANET Routing,https://ieeexplore.ieee.org/document/10064554/,10064554,Raj Bala; Mukesh Bansal; ; ,2022 3rd International Conference on Issues and Challenges in Intelligent Computing Techniques (ICICT),2022,,
Designing SWET Based Hybrid Charging Stations for Electric Vehicles at Dhaka-Mawa Expressway in Bangladesh,https://ieeexplore.ieee.org/document/10103336/,10103336,Anirban Barua; Abdullah Al Mahbub; Mazbah Kabir Mridul; Sazzad Ahmad; Md Harunur Rashid; Partha Mandal; ; ; ; ; ; ,2022 4th International Conference on Sustainable Technologies for Industry 4.0 (STI),2022,,
Simulation-based optimization of personnel assignment in railway nodes,https://ieeexplore.ieee.org/document/10083470/,10083470,Andrea Galadíková; Norbert Adamko; ; ,2022 IEEE 16th International Scientific Conference on Informatics (Informatics),2022,,
An Analytical Study on Intrusion Detection System in Integrated Vehicular Ad-Hoc Network Attacks,https://ieeexplore.ieee.org/document/9853152/,9853152,Shivam Kumawat; Harneet Kaur; Omdev Dahiya; ; ; ,2022 3rd International Conference on Intelligent Engineering and Management (ICIEM),2022,,
Four-Quadrant Model Following Sliding Mode Cruise Control for SRM With DITC Applied to Transportation Electrification,https://ieeexplore.ieee.org/document/9741788/,9741788,Marcelo Vinícius De Paula; Sheldon S. Williamson; Tárcio André dos Santos Barros; ; ; ,IEEE Transactions on Transportation Electrification,2022,,
Real-Time Holding Control for Transfer Synchronization via Robust Multiagent Reinforcement Learning,https://ieeexplore.ieee.org/document/9899357/,9899357,Xinlian Yu; Alireza Khani; Jingxu Chen; Hongli Xu; Haijun Mao; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Safety Performance Boundary Identification of Highly Automated Vehicles: A Surrogate Model-Based Gradient Descent Searching Approach,https://ieeexplore.ieee.org/document/9837787/,9837787,Yiyun Wang; Rongjie Yu; Shuhan Qiu; Jian Sun; Haneen Farah; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
"Accessibility and Vulnerability Analysis of the Integrated Road, High-speed Rail and Airline System in China",https://ieeexplore.ieee.org/document/9944565/,9944565,Wenjing Sun; Hui Zhang; Min Ouyang; ; ; ,"2022 13th International Conference on Reliability, Maintainability, and Safety (ICRMS)",2022,,
A Coordinated Restoration Method of Hybrid AC–DC Distribution Network With Electric Buses Considering Transportation System Influence,https://ieeexplore.ieee.org/document/9739824/,9739824,Lu Zhang; Bo Zhang; Wei Tang; Ying Lu; Chunxue Zhao; Qiming Zhang; ; ; ; ; ; ,IEEE Transactions on Industrial Informatics,2022,,
UAF-based Air Transportation Cooperative Information SoS Modeling under ‘Belt and Road Initiative’,https://ieeexplore.ieee.org/document/9734391/,9734391,Song Li; Ke Deng; ; ,2022 IEEE 6th Information Technology and Mechatronics Engineering Conference (ITOEC),2022,,
Challenges in Achieving Explainability for Cooperative Transportation Systems,https://ieeexplore.ieee.org/document/9920146/,9920146,Björn Koopmann; Alexander Trende; Karina Rothemann; Linda Feeken; Jakob Suchan; Daniela Johannmeyer; Yvonne Brück; ; ; ; ; ; ; ,2022 IEEE 30th International Requirements Engineering Conference Workshops (REW),2022,,
Impacts of Electric Vehicle for Sustainable Transportation in Dhaka City,https://ieeexplore.ieee.org/document/9836421/,9836421,Fahim Adel Akib; Nurujjaman Shawn; Sajjad Mostafa; Mirza Rasheduzzaman; M. Mofazzal Hossain; ; ; ; ; ,2022 International Conference on Advancement in Electrical and Electronic Engineering (ICAEEE),2022,,
Aerial Load Transportation With Obstacle Avoidance in Observed Environment,https://ieeexplore.ieee.org/document/10025232/,10025232,Seyed Yaghoub Ashkoofaraz; Ali Akbar Rezaei Lori; ; ,2022 10th RSI International Conference on Robotics and Mechatronics (ICRoM),2022,,
Analysis of Factors Affecting the Intensity of Mobile Transportation Applications Usage in Pekanbaru,https://ieeexplore.ieee.org/document/9915038/,9915038,Kenny Charles; Anderes Gui; Yudi Fernando; Ridho Bramulya Ikhsan; Ernawaty; Maria Gabby; ; ; ; ; ; ,2022 International Conference on Information Management and Technology (ICIMTech),2022,,
Cooperative Architecture for Transportation System (CATS): Development of a Convoy Agent for (V /I)2C Applications,https://ieeexplore.ieee.org/document/9922216/,9922216,Catherine M. Elias; Omar M. Shehata; Elsayed I. Morgan; Christoph Stiller; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
"Capacitor Technologies: Characterization, Selection, and Packaging for Next-Generation Power Electronics Applications",https://ieeexplore.ieee.org/document/9675834/,9675834,Shajjad Chowdhury; Emre Gurpinar; Burak Ozpineci; ; ; ,IEEE Transactions on Transportation Electrification,2022,,
Modeling Lane and Road Characteristics for Drive Quality Rating,https://ieeexplore.ieee.org/document/9668445/,9668445,Vishnu Vamsi Bezawada; Manohar Sai Alapati; Jaswanth Nidamanuri; Hrishikesh Venkataraman; ; ; ; ,2022 14th International Conference on COMmunication Systems & NETworkS (COMSNETS),2022,,
An Anonymous Batch Authentication and Key Exchange Protocols for 6G Enabled VANETs,https://ieeexplore.ieee.org/document/9507051/,9507051,Pandi Vijayakumar; Maria Azees; Sergei A. Kozlov; Joel J. P. C. Rodrigues; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Intelligent Bus Operation Optimization by Integrating Cases and Data Driven Based on Business Chain and Enhanced Quantum Genetic Algorithm,https://ieeexplore.ieee.org/document/9611161/,9611161,Haifeng Lin; Chengpei Tang; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Is it Really Easy to Detect Sybil Attacks in C-ITS Environments: A Position Paper,https://ieeexplore.ieee.org/document/9757751/,9757751,Badis Hammi; Yacine Mohamed Idir; Sherali Zeadally; Rida Khatoun; Jamel Nebhen; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Semantic Guided Long Range Stereo Depth Estimation for Safer Autonomous Vehicle Applications,https://ieeexplore.ieee.org/document/9771067/,9771067,Weiqin Chuah; Ruwan Tennakoon; Reza Hoseinnezhad; David Suter; Alireza Bab-Hadiashar; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
On System Stability in Multitier Roadside Computing Toward an Intelligent Transportation,https://ieeexplore.ieee.org/document/9645271/,9645271,Nhu-Ngoc Dao; Duc-Nghia Vu; Anh-Tien Tran; Trung V. Phan; Schahram Dustdar; Sungrae Cho; ; ; ; ; ; ,IEEE Transactions on Network Science and Engineering,2022,,
3Pod: Federated Learning-based 3 Dimensional Pothole Detection for Smart Transportation,https://ieeexplore.ieee.org/document/9922195/,9922195,Sami Alshammari; Sejun Song; ; ,2022 IEEE International Smart Cities Conference (ISC2),2022,,
EEG-Based integrated solution for drivers and safe transportation,https://ieeexplore.ieee.org/document/9989163/,9989163,Youssef Ahmed; John Gaber; Hossam A. Gabbar; Jing Ren; ; ; ; ,"2022 IEEE 4th International Conference on Cybernetics, Cognition and Machine Learning Applications (ICCCMLA)",2022,,
Parking Violation Detection on The Roadside of Toll Roads with Intelligent Transportation System Using Faster R-CNN Algorithm,https://ieeexplore.ieee.org/document/9930590/,9930590,Ramadhan Admiral Hamzah; Casi Setianingsih; Ratna Astuti Nugrahaeni; Shinta Roudlatul Hanafia; Farhan Fuadi; ; ; ; ; ,2022 6th International Conference on Informatics and Computational Sciences (ICICoS),2022,,
Message Broadcasting Algorithm Implementation Using Mobile Long Term Evolution and Narrow Band Internet of Things Over Intelligent Transportation System (ITS),https://ieeexplore.ieee.org/document/9994179/,9994179,Ghassan Samara; Mohammad Aljaidi; Essam Al Daoud; Maram Y. Al-Safarini; Ghassan M. Alsayyed; Sattam Almatarneh; ; ; ; ; ; ,2022 International Arab Conference on Information Technology (ACIT),2022,,
Research on Genetic Algorithms to Plan the Ordering and Transportation of Raw Materials in Enterprises,https://ieeexplore.ieee.org/document/10101840/,10101840,Haoxiang Yuan; ,2022 International Conference on Artificial Intelligence of Things and Crowdsensing (AIoTCs),2022,,
Efficient Procedure of Building University Campus Models for Digital Twin Simulation,https://ieeexplore.ieee.org/document/9913679/,9913679,Talha Azfar; Jeffrey Weidner; Adeeba Raheem; Ruimin Ke; Ruey Long Cheu; ; ; ; ; ,IEEE Journal of Radio Frequency Identification,2022,,
Fitting Spatial-Temporal Data via a Physics Regularized Multi-Output Grid Gaussian Process: Case Studies of a Bike-Sharing System,https://ieeexplore.ieee.org/document/9774971/,9774971,Zheng Zhu; Meng Xu; Yining Di; Hai Yang; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
DQN-based Speed Curve Optimization for Virtual Coupling,https://ieeexplore.ieee.org/document/9922169/,9922169,Yinghui Lang; Hongjie Liu; Xiaolin Luo; Bingyue Lin; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Combination Optimization between Traffic Signal and Connected and Automated Vehicle's Trajectory at the Isolated Intersection,https://ieeexplore.ieee.org/document/9922399/,9922399,Haiyang Hu; Kunyao Li; Duanfeng Chu; Liping Lu; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
